LSOA21CD,LSOA21NM,borough,inner_outer,population,charger_count,chargers_per_10k,pct_car_owning_households,pct_flats_apartments,imd_decile,priority_score
E01001549,Enfield 006D,Enfield,Outer,2439.0,0.0,0.0,60.63960639606396,69.98769987699876,1,77.8
E01002542,Hillingdon 020D,Hillingdon,Outer,2109.0,0.0,0.0,70.37037037037037,65.52706552706553,2,76.76
E01032743,Ealing 010F,Ealing,Outer,2268.0,1.0,4.409171075837742,71.06227106227107,81.70731707317073,2,76.69
E01000404,Bexley 004B,Bexley,Outer,2450.0,0.0,0.0,58.42583249243189,76.18567103935419,2,76.48
E01003577,Newham 005C,Newham,Inner,2387.0,0.0,0.0,51.32275132275132,78.17460317460318,1,76.46
E01000030,Barking and Dagenham 001D,Barking and Dagenham,Outer,2545.0,0.0,0.0,65.15986769570011,62.77533039647577,2,76.37
E01001437,Enfield 014A,Enfield,Outer,2262.0,0.0,0.0,60.62639821029083,64.87695749440716,1,76.13
E01000189,Barnet 014D,Barnet,Outer,2456.0,0.0,0.0,73.19062181447502,77.77777777777779,4,75.71
E01034479,Barking and Dagenham 021G,Barking and Dagenham,Outer,2033.0,0.0,0.0,52.069425901201605,93.86666666666666,2,75.48
E01000061,Barking and Dagenham 006C,Barking and Dagenham,Outer,1980.0,0.0,0.0,49.601063829787236,92.4,1,75.43
E01000661,Bromley 026A,Bromley,Outer,2817.0,0.0,0.0,67.71186440677967,64.91525423728814,3,75.08
E01001410,Enfield 005C,Enfield,Outer,2195.0,0.0,0.0,64.78527607361964,63.312883435582826,2,74.91
E01002596,Hounslow 027A,Hounslow,Outer,2185.0,0.0,0.0,74.60317460317461,59.709379128137385,3,74.66
E01001562,Enfield 037D,Enfield,Outer,2169.0,0.0,0.0,50.847457627118644,74.87864077669903,1,74.38
E01001507,Enfield 012D,Enfield,Outer,2610.0,0.0,0.0,55.624227441285534,65.67901234567901,2,74.25
E01001517,Enfield 006C,Enfield,Outer,1989.0,0.0,0.0,57.47460087082729,73.72262773722628,1,74.2
E01003783,Redbridge 029A,Redbridge,Outer,2626.0,0.0,0.0,43.61581920903955,74.85843714609285,1,74.2
E01004570,Wandsworth 023B,Wandsworth,Inner,2056.0,0.0,0.0,44.72222222222222,95.41029207232266,2,74.14
E01001218,Ealing 012A,Ealing,Outer,2080.0,0.0,0.0,63.44827586206897,66.39118457300276,2,74.11
E01002281,Havering 002C,Havering,Outer,2462.0,0.0,0.0,66.32337796086509,48.25102880658436,2,74.09
E01001181,Croydon 015E,Croydon,Outer,2415.0,0.0,0.0,47.13160854893139,71.3963963963964,1,73.93
E01000126,Barnet 026A,Barnet,Outer,2199.0,0.0,0.0,65.14954486345904,56.046814044213264,2,73.84
E01000501,Brent 011C,Brent,Outer,2021.0,0.0,0.0,58.498023715415016,76.57894736842105,2,73.75
E01000106,Barking and Dagenham 014D,Barking and Dagenham,Outer,2260.0,0.0,0.0,57.11009174311926,66.28440366972477,2,73.6
E01001445,Enfield 003B,Enfield,Outer,2814.0,1.0,3.5536602700781805,71.42857142857143,54.824561403508774,2,73.54
E01002202,Harrow 012E,Harrow,Outer,2266.0,0.0,0.0,63.31444759206799,73.50427350427351,3,73.53
E01003761,Redbridge 009C,Redbridge,Outer,1797.0,0.0,0.0,60.382916053019144,94.12628487518356,2,73.51
E01001730,Hackney 019B,Hackney,Inner,2789.0,0.0,0.0,28.67256637168142,96.99381078691424,2,73.41
E01002650,Hounslow 021B,Hounslow,Outer,2484.0,0.0,0.0,74.02269861286254,45.18987341772152,3,73.26
E01004574,Wandsworth 013B,Wandsworth,Inner,2056.0,0.0,0.0,41.96301564722618,94.60227272727273,2,73.19
E01001429,Enfield 030D,Enfield,Outer,2219.0,0.0,0.0,36.13030602171767,87.3767258382643,1,73.17
E01002646,Hounslow 017B,Hounslow,Outer,2280.0,0.0,0.0,58.344459279038716,61.199999999999996,2,73.11
E01002588,Hounslow 016B,Hounslow,Outer,1963.0,0.0,0.0,59.005376344086024,66.84563758389261,1,73.09
E01034472,Barking and Dagenham 008H,Barking and Dagenham,Outer,1921.0,0.0,0.0,59.15915915915916,95.34534534534535,3,73.04
E01000012,Barking and Dagenham 015D,Barking and Dagenham,Outer,2350.0,0.0,0.0,50.25575447570333,72.63427109974424,2,73.04
E01003666,Redbridge 038B,Redbridge,Outer,2833.0,0.0,0.0,65.41705716963449,58.10684161199625,3,73.0
E01000007,Barking and Dagenham 015A,Barking and Dagenham,Outer,2992.0,0.0,0.0,39.042821158690174,81.36020151133502,2,72.89
E01004185,Sutton 001D,Sutton,Outer,2210.0,0.0,0.0,74.13366336633663,49.00990099009901,3,72.86
E01002404,Hillingdon 024E,Hillingdon,Outer,2038.0,0.0,0.0,70.83946980854198,46.53902798232695,2,72.76
E01002526,Hillingdon 028C,Hillingdon,Outer,3008.0,0.0,0.0,78.73620862587764,46.546546546546544,4,72.75
E01000171,Barnet 006B,Barnet,Outer,2299.0,1.0,4.349717268377556,64.1925777331996,72.51755265797392,2,72.66
E01003841,Richmond upon Thames 013B,Richmond upon Thames,Outer,2174.0,0.0,0.0,65.73170731707317,66.01705237515225,3,72.6
E01003093,Lambeth 010B,Lambeth,Inner,2212.0,0.0,0.0,29.664570230607968,98.7434554973822,2,72.56
E01003781,Redbridge 026A,Redbridge,Outer,2056.0,0.0,0.0,60.670731707317074,63.90168970814132,2,72.54
E01000477,Brent 026D,Brent,Outer,2246.0,0.0,0.0,57.62463343108505,59.76505139500734,2,72.39
E01034617,Hillingdon 030G,Hillingdon,Outer,2537.0,0.0,0.0,67.07650273224044,52.660300136425654,3,72.3
E01002056,Haringey 032C,Haringey,Inner,2924.0,0.0,0.0,38.46153846153847,78.81081081081082,2,72.2
E01004319,Tower Hamlets 021A,Tower Hamlets,Inner,2559.0,0.0,0.0,28.50356294536817,93.95017793594306,2,72.18
E01001409,Enfield 005B,Enfield,Outer,2045.0,0.0,0.0,68.24583866837388,48.209718670076725,2,72.15
E01001631,Greenwich 007B,Greenwich,Outer,2065.0,0.0,0.0,45.8808618504436,84.01015228426397,2,72.08
E01034614,Hillingdon 028F,Hillingdon,Outer,1985.0,0.0,0.0,66.31439894319684,72.41379310344827,3,71.87
E01000152,Barnet 026C,Barnet,Outer,2766.0,0.0,0.0,70.79741379310344,72.76641550053822,5,71.82
E01000215,Barnet 037B,Barnet,Outer,2172.0,0.0,0.0,67.60961810466762,58.35694050991501,3,71.78
E01003499,Newham 030A,Newham,Inner,2453.0,0.0,0.0,41.77831912302071,65.2439024390244,1,71.64
E01035667,Tower Hamlets 008H,Tower Hamlets,Inner,2020.0,0.0,0.0,34.60410557184751,97.65739385065886,2,71.63
E01004304,Tower Hamlets 022C,Tower Hamlets,Inner,2231.0,0.0,0.0,28.985507246376812,87.92270531400966,1,71.58
E01001508,Enfield 012E,Enfield,Outer,2433.0,0.0,0.0,61.06870229007634,44.656488549618324,2,71.56
E01001594,Greenwich 014D,Greenwich,Outer,2361.0,0.0,0.0,54.75330926594465,73.50119904076739,3,71.54
E01000610,Brent 019A,Brent,Outer,2264.0,0.0,0.0,64.77438136826783,59.388646288209614,3,71.53
E01001110,Croydon 020D,Croydon,Outer,2082.0,0.0,0.0,46.300448430493276,79.28331466965287,2,71.52
E01003719,Redbridge 034F,Redbridge,Outer,2440.0,0.0,0.0,67.36111111111111,48.95977808599168,3,71.45
E01000526,Brent 025D,Brent,Outer,2182.0,0.0,0.0,46.78217821782179,64.40049443757727,1,71.44
E01000104,Barking and Dagenham 014B,Barking and Dagenham,Outer,1916.0,0.0,0.0,63.63636363636363,64.84149855907782,2,71.42
E01002282,Havering 004B,Havering,Outer,2005.0,0.0,0.0,61.6991643454039,49.51321279554937,1,71.39
E01003636,Newham 020E,Newham,Inner,2176.0,0.0,0.0,48.63309352517985,71.51079136690647,2,71.38
E01001257,Ealing 008A,Ealing,Outer,2270.0,1.0,4.405286343612334,63.827160493827165,68.60321384425217,2,71.31
E01002590,Hounslow 022C,Hounslow,Outer,2745.0,0.0,0.0,62.0,54.400000000000006,3,71.25
E01033729,Greenwich 030E,Greenwich,Outer,2607.0,0.0,0.0,59.49868073878628,60.4221635883905,3,71.24
E01002303,Havering 003B,Havering,Outer,2241.0,0.0,0.0,73.67773677736777,39.72939729397294,3,71.15
E01004567,Wandsworth 039A,Wandsworth,Inner,2334.0,0.0,0.0,34.76044852191641,98.06320081549438,3,71.14
E01003556,Newham 008A,Newham,Inner,2014.0,0.0,0.0,39.57055214723926,81.47013782542113,1,71.11
E01003542,Newham 024D,Newham,Inner,2188.0,0.0,0.0,57.68072289156626,54.20420420420421,2,71.11
E01000789,Bromley 032B,Bromley,Outer,1844.0,0.0,0.0,62.839879154078545,61.933534743202415,1,70.97
E01001329,Ealing 009D,Ealing,Outer,1996.0,0.0,0.0,79.34272300469483,40.97331240188383,3,70.97
E01001574,Greenwich 008D,Greenwich,Outer,1980.0,0.0,0.0,50.199203187250994,77.79255319148936,2,70.97
E01001219,Ealing 029A,Ealing,Outer,2098.0,0.0,0.0,56.86274509803921,58.90052356020943,2,70.96
E01001397,Enfield 035C,Enfield,Outer,2152.0,0.0,0.0,68.96103896103895,51.432291666666664,3,70.95
E01000622,Brent 010D,Brent,Outer,1900.0,0.0,0.0,60.19830028328612,68.42857142857143,2,70.85
E01002605,Hounslow 026B,Hounslow,Outer,2326.0,1.0,4.299226139294927,71.60048134777377,46.450060168471715,2,70.8
E01001705,Greenwich 005A,Greenwich,Outer,2268.0,0.0,0.0,46.81603773584906,66.82408500590319,2,70.75
E01003352,Lewisham 030D,Lewisham,Inner,2323.0,0.0,0.0,59.74025974025974,61.65680473372781,3,70.75
E01003785,Redbridge 029C,Redbridge,Outer,2059.0,0.0,0.0,52.011922503725785,66.9150521609538,2,70.68
E01001822,Hackney 029C,Hackney,Inner,2005.0,0.0,0.0,36.2962962962963,84.93353028064993,1,70.66
E01002401,Hillingdon 024B,Hillingdon,Outer,2341.0,0.0,0.0,72.76315789473684,36.07843137254902,3,70.65
E01002077,Haringey 012B,Haringey,Inner,2177.0,0.0,0.0,41.656942823803966,77.12952158693116,2,70.62
E01002448,Hillingdon 032B,Hillingdon,Outer,2385.0,0.0,0.0,66.62286465177398,46.65792922673656,3,70.54
E01000105,Barking and Dagenham 014C,Barking and Dagenham,Outer,2271.0,0.0,0.0,54.11764705882353,53.426124197002146,2,70.54
E01002380,Havering 012E,Havering,Outer,2258.0,0.0,0.0,65.94948550046773,67.50936329588015,4,70.43
E01003587,Newham 004C,Newham,Inner,2407.0,0.0,0.0,46.9059405940594,62.406947890818856,2,70.42
E01000367,Bexley 010A,Bexley,Outer,2296.0,0.0,0.0,76.31578947368422,28.894472361809044,3,70.38
E01001629,Greenwich 009A,Greenwich,Outer,2142.0,0.0,0.0,50.0,64.67780429594272,2,70.33
E01003503,Newham 030D,Newham,Inner,2976.0,0.0,0.0,35.060449050086355,89.87889273356402,3,70.31
E01000094,Barking and Dagenham 022C,Barking and Dagenham,Outer,2615.0,0.0,0.0,67.73428232502965,57.532621589561096,4,70.3
E01032575,Haringey 037D,Haringey,Inner,2082.0,0.0,0.0,47.496206373292864,61.329305135951664,1,70.29
E01000245,Barnet 032E,Barnet,Outer,2063.0,0.0,0.0,47.662485746864306,88.14139110604333,3,70.27
E01002179,Harrow 013A,Harrow,Outer,2645.0,0.0,0.0,56.6410537870472,59.16575192096597,3,70.24
E01004088,Sutton 019C,Sutton,Outer,1947.0,0.0,0.0,61.815754339118826,47.92503346720214,1,70.18
E01002403,Hillingdon 024D,Hillingdon,Outer,2463.0,0.0,0.0,77.08049113233287,23.633879781420767,3,70.17
E01000142,Barnet 040B,Barnet,Outer,2166.0,0.0,0.0,60.60606060606061,63.00448430493274,3,70.16
E01002508,Hillingdon 026E,Hillingdon,Outer,2176.0,0.0,0.0,61.331444759206796,43.50282485875706,2,70.13
E01002114,Harrow 001B,Harrow,Outer,2201.0,0.0,0.0,67.75469831849654,78.2051282051282,5,70.09
E01003788,Redbridge 029D,Redbridge,Outer,1968.0,0.0,0.0,53.60501567398119,67.87974683544303,2,70.05
E01001011,Croydon 019E,Croydon,Outer,2367.0,0.0,0.0,43.30616996507567,65.50522648083623,2,70.01
E01002627,Hounslow 004D,Hounslow,Outer,1748.0,0.0,0.0,70.27914614121511,65.40362438220758,2,70.0
E01001012,Croydon 020A,Croydon,Outer,2113.0,0.0,0.0,46.79012345679012,68.64197530864197,2,69.98
E01002493,Hillingdon 032E,Hillingdon,Outer,2046.0,0.0,0.0,71.52209492635025,29.78723404255319,2,69.95
E01001322,Ealing 004C,Ealing,Outer,2114.0,0.0,0.0,71.72131147540983,42.119565217391305,3,69.94
E01002316,Havering 004F,Havering,Outer,2144.0,0.0,0.0,60.73619631901841,44.04907975460123,2,69.79
E01002233,Harrow 011B,Harrow,Outer,2451.0,0.0,0.0,56.4748201438849,59.30372148859544,3,69.79
E01001323,Ealing 004D,Ealing,Outer,2058.0,0.0,0.0,67.35483870967742,52.467532467532465,3,69.79
E01002226,Harrow 001D,Harrow,Outer,2664.0,0.0,0.0,71.41560798548095,60.597826086956516,5,69.75
E01000433,Bexley 008F,Bexley,Outer,1971.0,0.0,0.0,64.79663394109397,47.331460674157306,2,69.72
E01002559,Hounslow 023C,Hounslow,Outer,2536.0,1.0,3.943217665615142,76.68845315904139,42.810457516339866,3,69.67
E01033944,Haringey 015F,Haringey,Inner,3059.0,0.0,0.0,36.94083694083694,83.79160636758321,3,69.66
E01000268,Barnet 005B,Barnet,Outer,2024.0,1.0,4.940711462450593,65.80645161290323,81.00858369098712,3,69.62
E01001057,Croydon 030E,Croydon,Outer,1774.0,0.0,0.0,55.48172757475083,75.54076539101497,1,69.59
E01002393,Hillingdon 020B,Hillingdon,Outer,2194.0,0.0,0.0,76.66666666666667,43.828016643550626,4,69.55
E01001850,Hackney 019F,Hackney,Inner,1871.0,0.0,0.0,34.97884344146686,98.72701555869872,2,69.54
E01000161,Barnet 015D,Barnet,Outer,2045.0,0.0,0.0,68.8118811881188,66.58415841584159,4,69.52
E01001979,Haringey 011D,Haringey,Inner,2234.0,0.0,0.0,37.648327939590075,65.1237890204521,1,69.5
E01034615,Hillingdon 028G,Hillingdon,Outer,2190.0,0.0,0.0,84.2406876790831,15.064562410329984,3,69.47
E01000475,Brent 029C,Brent,Outer,2115.0,0.0,0.0,70.52117263843648,41.300813008130085,3,69.36
E01004326,Tower Hamlets 017D,Tower Hamlets,Inner,1965.0,0.0,0.0,24.934725848563968,99.21773142112124,2,69.35
E01001602,Greenwich 031C,Greenwich,Outer,2126.0,0.0,0.0,73.24929971988794,20.0,2,69.35
E01002543,Hillingdon 020E,Hillingdon,Outer,2014.0,0.0,0.0,74.57098283931357,39.224806201550386,3,69.33
E01001745,Hackney 016A,Hackney,Inner,2154.0,0.0,0.0,31.06476399560922,86.4184008762322,2,69.33
E01001318,Ealing 003D,Ealing,Outer,1916.0,0.0,0.0,61.452513966480446,56.68523676880223,2,69.33
E01001971,Haringey 001B,Haringey,Inner,1874.0,0.0,0.0,42.331288343558285,80.85889570552148,1,69.32
E01002118,Harrow 002E,Harrow,Outer,1994.0,0.0,0.0,67.11111111111111,55.16224188790561,3,69.32
E01033926,Enfield 014E,Enfield,Outer,2742.0,1.0,3.6469730123997084,57.11361310133061,60.26694045174538,2,69.28
E01001447,Enfield 003C,Enfield,Outer,1914.0,0.0,0.0,62.61808367071525,44.6693657219973,1,69.24
E01003244,Lewisham 001A,Lewisham,Inner,1987.0,0.0,0.0,38.49315068493151,97.95081967213115,3,69.22
E01002558,Hounslow 023B,Hounslow,Outer,2238.0,1.0,4.468275245755138,70.64555420219246,42.4390243902439,2,69.16
E01001838,Hackney 019E,Hackney,Inner,1842.0,0.0,0.0,31.942446043165468,96.24819624819625,1,69.07
E01002550,Hillingdon 022E,Hillingdon,Outer,1908.0,0.0,0.0,70.18867924528301,56.49432534678437,3,69.06
E01002681,Hounslow 014C,Hounslow,Outer,2330.0,1.0,4.291845493562231,72.5085910652921,51.546391752577314,3,69.05
E01004226,Tower Hamlets 001D,Tower Hamlets,Inner,2456.0,0.0,0.0,35.455543358946215,86.7032967032967,3,69.0
E01033456,Brent 027F,Brent,Outer,2630.0,1.0,3.8022813688212924,52.3972602739726,61.5296803652968,1,68.99
E01033084,Hounslow 018G,Hounslow,Outer,1976.0,0.0,0.0,45.3257790368272,74.78753541076487,2,68.93
E01003662,Redbridge 038C,Redbridge,Outer,2134.0,0.0,0.0,63.69593709043251,51.63826998689384,3,68.92
E01002212,Harrow 028B,Harrow,Outer,1897.0,0.0,0.0,70.32457496136011,56.414219474497685,3,68.91
E01004178,Sutton 017D,Sutton,Outer,2385.0,0.0,0.0,65.84905660377358,71.19924457034938,5,68.89
E01034608,Hillingdon 022G,Hillingdon,Outer,2648.0,1.0,3.776435045317221,70.65677966101694,66.48992576882291,4,68.86
E01002276,Havering 001A,Havering,Outer,2074.0,0.0,0.0,85.383502170767,15.173410404624278,3,68.86
E01001811,Hackney 002D,Hackney,Inner,1790.0,0.0,0.0,36.701337295690934,95.53571428571429,1,68.81
E01002620,Hounslow 004A,Hounslow,Outer,2830.0,2.0,7.06713780918728,69.15367483296214,65.29477196885428,3,68.81
E01003508,Newham 031B,Newham,Inner,2568.0,0.0,0.0,47.35202492211838,66.7705088265836,3,68.8
E01000428,Bexley 027D,Bexley,Outer,1877.0,0.0,0.0,66.1521499448732,82.96703296703298,4,68.79
E01002529,Hillingdon 029C,Hillingdon,Outer,2560.0,1.0,3.90625,70.89305402425579,48.84488448844885,3,68.72
E01001576,Greenwich 003B,Greenwich,Outer,1976.0,0.0,0.0,58.744394618834086,51.646706586826355,2,68.72
E01004643,Wandsworth 016C,Wandsworth,Inner,2415.0,0.0,0.0,53.36091003102379,89.46280991735537,5,68.72
E01003732,Redbridge 032D,Redbridge,Outer,1820.0,0.0,0.0,52.6984126984127,68.41269841269842,1,68.69
E01001673,Greenwich 006B,Greenwich,Outer,2473.0,0.0,0.0,44.43053817271589,54.25,2,68.69
E01001554,Enfield 037C,Enfield,Outer,1728.0,0.0,0.0,46.647230320699705,91.14658925979681,1,68.68
E01001731,Hackney 017A,Hackney,Inner,2684.0,0.0,0.0,30.043290043290042,89.44636678200692,3,68.65
E01000153,Barnet 026D,Barnet,Outer,1861.0,0.0,0.0,61.32075471698113,59.299191374663074,2,68.65
E01001112,Croydon 013C,Croydon,Outer,1981.0,0.0,0.0,56.557377049180324,71.74677608440797,3,68.63
E01003523,Newham 024A,Newham,Inner,2604.0,0.0,0.0,50.210378681626935,44.10112359550562,2,68.6
E01003722,Redbridge 002B,Redbridge,Outer,2365.0,0.0,0.0,79.78075517661388,28.953771289537713,4,68.6
E01002673,Hounslow 020E,Hounslow,Outer,1587.0,0.0,0.0,54.871794871794876,97.09401709401709,1,68.55
E01001548,Enfield 002D,Enfield,Outer,1950.0,0.0,0.0,70.71005917159763,31.602373887240354,2,68.55
E01000203,Barnet 028E,Barnet,Outer,1876.0,0.0,0.0,73.09941520467837,67.83625730994152,4,68.54
E01002119,Harrow 007A,Harrow,Outer,2541.0,0.0,0.0,64.70588235294117,54.20991926182238,4,68.53
E01000236,Barnet 034A,Barnet,Outer,1898.0,0.0,0.0,71.55172413793103,68.29268292682927,4,68.49
E01000503,Brent 011E,Brent,Outer,2052.0,0.0,0.0,62.4031007751938,38.53092783505155,2,68.49
E01034474,Barking and Dagenham 015F,Barking and Dagenham,Outer,2316.0,0.0,0.0,26.15740740740741,95.84295612009238,3,68.46
E01000403,Bexley 004A,Bexley,Outer,2420.0,2.0,8.264462809917356,59.15094339622642,68.67924528301886,2,68.44
E01033148,Enfield 003F,Enfield,Outer,2157.0,0.0,0.0,75.14880952380952,26.409495548961427,3,68.43
E01002595,Hounslow 022E,Hounslow,Outer,2270.0,0.0,0.0,72.12885154061624,27.769985974754558,3,68.43
E01001170,Croydon 047D,Croydon,Outer,1857.0,0.0,0.0,54.24107142857143,85.8902575587906,3,68.4
E01033587,Barking and Dagenham 021E,Barking and Dagenham,Outer,3102.0,2.0,6.447453255963895,49.75938402309914,96.4423076923077,3,68.4
E01002400,Hillingdon 024A,Hillingdon,Outer,2004.0,0.0,0.0,82.23270440251572,22.48427672955975,3,68.38
E01002445,Hillingdon 029A,Hillingdon,Outer,1845.0,0.0,0.0,67.94258373205741,46.97452229299363,2,68.37
E01004267,Tower Hamlets 012D,Tower Hamlets,Inner,2273.0,0.0,0.0,38.248337028824835,83.25942350332595,3,68.37
E01000308,Barnet 036D,Barnet,Outer,2058.0,0.0,0.0,55.67117585848075,82.06465067778936,4,68.36
E01000150,Barnet 036A,Barnet,Outer,2225.0,0.0,0.0,73.41935483870968,42.70967741935484,4,68.36
E01002228,Harrow 003B,Harrow,Outer,2293.0,0.0,0.0,86.53113087674714,31.13087674714104,5,68.31
E01001545,Enfield 002B,Enfield,Outer,1856.0,0.0,0.0,64.7590361445783,41.6289592760181,1,68.25
E01001118,Croydon 020E,Croydon,Outer,2172.0,0.0,0.0,49.08883826879271,53.00794551645856,2,68.24
E01001482,Enfield 023B,Enfield,Outer,1913.0,0.0,0.0,59.118541033434646,45.19083969465649,1,68.23
E01001591,Greenwich 012C,Greenwich,Outer,2128.0,0.0,0.0,50.24752475247525,70.1363073110285,3,68.22
E01000114,Barking and Dagenham 004E,Barking and Dagenham,Outer,2412.0,0.0,0.0,75.29722589167768,17.8335535006605,3,68.21
E01003735,Redbridge 033C,Redbridge,Outer,2117.0,0.0,0.0,51.20226308345121,51.42045454545454,2,68.18
E01001812,Hackney 003E,Hackney,Inner,1824.0,0.0,0.0,41.5929203539823,81.97879858657244,1,68.15
E01002078,Haringey 015C,Haringey,Inner,2674.0,0.0,0.0,42.239858906525576,86.331569664903,4,68.14
E01001529,Enfield 032C,Enfield,Outer,1768.0,0.0,0.0,53.21100917431193,81.47013782542113,2,68.13
E01003488,Newham 019A,Newham,Inner,1949.0,0.0,0.0,49.62518740629685,66.06606606606607,2,68.13
E01000064,Barking and Dagenham 006E,Barking and Dagenham,Outer,2300.0,0.0,0.0,72.48743718592965,25.125628140703515,3,68.12
E01001310,Ealing 001D,Ealing,Outer,2245.0,0.0,0.0,75.89403973509934,49.6042216358839,5,68.11
E01002181,Harrow 020C,Harrow,Outer,2709.0,0.0,0.0,67.80660377358491,58.5394581861013,5,68.11
E01003557,Newham 006D,Newham,Inner,1948.0,0.0,0.0,47.23076923076923,69.93865030674846,2,68.1
E01000743,Bromley 009A,Bromley,Outer,1810.0,0.0,0.0,50.52878965922444,79.60140679953108,2,68.08
E01000239,Barnet 031A,Barnet,Outer,2112.0,0.0,0.0,59.743040685224834,71.91854233654877,4,68.07
E01004537,Wandsworth 007B,Wandsworth,Inner,2108.0,0.0,0.0,32.11600429645542,95.05376344086022,3,68.06
E01004568,Wandsworth 013A,Wandsworth,Inner,1829.0,0.0,0.0,44.54148471615721,98.6870897155361,3,68.05
E01003768,Redbridge 024C,Redbridge,Outer,2036.0,0.0,0.0,59.44700460829493,59.60061443932412,3,68.04
E01003726,Redbridge 002D,Redbridge,Outer,2699.0,0.0,0.0,81.02345415778251,32.83582089552239,5,68.01
E01003190,Lewisham 034B,Lewisham,Inner,2303.0,2.0,8.684324793747287,53.69198312236287,81.36842105263158,2,68.0
E01000071,Barking and Dagenham 011E,Barking and Dagenham,Outer,2625.0,0.0,0.0,76.42679900744417,27.736318407960198,4,67.99
E01000072,Barking and Dagenham 017E,Barking and Dagenham,Outer,2150.0,0.0,0.0,63.46414073071719,30.12211668928087,2,67.98
E01004272,Tower Hamlets 014D,Tower Hamlets,Inner,2677.0,1.0,3.7355248412401942,36.81192660550459,94.84536082474226,2,67.96
E01000243,Barnet 032C,Barnet,Outer,2171.0,0.0,0.0,53.65853658536586,77.9134295227525,4,67.95
E01000194,Barnet 018C,Barnet,Outer,1894.0,0.0,0.0,62.78409090909091,49.075391180654336,2,67.94
E01001809,Hackney 001B,Hackney,Inner,1935.0,0.0,0.0,42.280701754385966,67.3076923076923,1,67.94
E01003509,Newham 031C,Newham,Inner,2098.0,0.0,0.0,44.34447300771208,62.25930680359435,2,67.94
E01000577,Brent 007E,Brent,Outer,2466.0,3.0,12.1654501216545,59.62877030162414,77.32558139534885,2,67.93
E01033916,Barnet 042B,Barnet,Outer,1781.0,0.0,0.0,52.995391705069125,78.64823348694317,2,67.92
E01001205,Ealing 018B,Ealing,Outer,1760.0,0.0,0.0,64.06727828746178,64.37308868501529,2,67.9
E01002356,Havering 013C,Havering,Outer,2252.0,1.0,4.440497335701599,47.94086589229145,78.8583509513742,2,67.84
E01002499,Hillingdon 033D,Hillingdon,Outer,2202.0,0.0,0.0,82.44837758112095,37.794117647058826,5,67.83
E01001700,Greenwich 011D,Greenwich,Outer,2418.0,0.0,0.0,49.62406015037594,60.375,3,67.83
E01001773,Hackney 025E,Hackney,Inner,2497.0,0.0,0.0,30.45148895292987,86.76893576222436,3,67.83
E01001703,Greenwich 011E,Greenwich,Outer,2075.0,1.0,4.819277108433735,45.0261780104712,95.15072083879423,2,67.81
E01001446,Enfield 001B,Enfield,Outer,1890.0,0.0,0.0,69.68838526912181,35.5021216407355,2,67.81
E01002519,Hillingdon 022D,Hillingdon,Outer,2100.0,0.0,0.0,66.77115987460816,58.307210031347964,4,67.78
E01002306,Havering 003D,Havering,Outer,1823.0,0.0,0.0,69.93957703927492,42.81391830559758,2,67.75
E01004230,Tower Hamlets 003B,Tower Hamlets,Inner,2290.0,0.0,0.0,39.375750300120046,77.40384615384616,3,67.71
E01000515,Brent 003A,Brent,Outer,1839.0,0.0,0.0,61.78736517719569,73.37461300309597,3,67.68
E01001513,Enfield 012F,Enfield,Outer,2008.0,0.0,0.0,63.58620689655172,35.65459610027855,2,67.64
E01002368,Havering 028A,Havering,Outer,2856.0,2.0,7.002801120448178,68.46388606307224,58.65580448065173,3,67.64
E01002766,Islington 015E,Islington,Inner,2220.0,0.0,0.0,32.11991434689507,89.17470525187568,3,67.62
E01001439,Enfield 006A,Enfield,Outer,2072.0,1.0,4.826254826254826,55.729166666666664,64.31372549019608,1,67.61
E01002589,Hounslow 013E,Hounslow,Outer,2425.0,1.0,4.123711340206186,69.16461916461917,49.75429975429975,3,67.61
E01001215,Ealing 023C,Ealing,Outer,2193.0,0.0,0.0,51.61290322580645,44.73257698541329,2,67.6
E01001727,Hackney 006C,Hackney,Inner,2009.0,0.0,0.0,45.98930481283423,63.327370304114496,2,67.56
E01001732,Hackney 019C,Hackney,Inner,1882.0,0.0,0.0,31.216931216931215,94.84126984126983,2,67.55
E01002243,Havering 013A,Havering,Outer,1961.0,0.0,0.0,59.30372148859544,63.26530612244898,3,67.52
E01001970,Haringey 004B,Haringey,Inner,1892.0,0.0,0.0,51.66889185580774,64.61949265687583,2,67.41
E01000742,Bromley 005C,Bromley,Outer,2120.0,0.0,0.0,54.223968565815326,89.53033268101761,5,67.39
E01002231,Harrow 013E,Harrow,Outer,2063.0,0.0,0.0,81.50375939849624,29.87987987987988,4,67.37
E01000556,Brent 015D,Brent,Outer,2034.0,0.0,0.0,28.953488372093023,84.40046565774156,2,67.36
E01002040,Haringey 002D,Haringey,Inner,2251.0,0.0,0.0,43.344709897610926,44.027303754266214,1,67.36
E01034609,Hillingdon 022H,Hillingdon,Outer,2193.0,1.0,4.559963520291838,53.41176470588235,86.01645123384255,3,67.35
E01002313,Havering 001D,Havering,Outer,2219.0,0.0,0.0,77.93427230046949,13.481828839390387,3,67.32
E01001324,Ealing 008B,Ealing,Outer,1703.0,0.0,0.0,64.28571428571429,68.94409937888199,2,67.32
E01001669,Greenwich 033A,Greenwich,Outer,2510.0,0.0,0.0,61.286804798255176,36.6412213740458,3,67.3
