lsoa_code,households_total_housing,households_detached,households_semi_detached,households_terraced,households_flats_apartments,households_other_accommodation,pct_flats_apartments,pct_houses
E01000944,566,4,2,20,539,1,95.22968197879858,4.593639575971731
E01000946,686,2,9,63,612,0,89.21282798833819,10.787172011661808
E01000947,815,3,9,51,749,3,91.90184049079755,7.730061349693251
E01000948,746,14,27,119,581,5,77.88203753351206,21.447721179624665
E01000949,695,4,3,10,677,1,97.41007194244604,2.446043165467626
E01000951,562,3,6,6,547,0,97.33096085409252,2.6690391459074734
E01000952,652,0,8,44,600,0,92.02453987730061,7.975460122699387
E01000954,649,0,2,7,640,0,98.61325115562404,1.386748844375963
E01000955,535,2,3,10,520,0,97.19626168224299,2.803738317757009
E01000956,606,1,0,8,597,0,98.51485148514851,1.4851485148514851
E01000957,649,2,12,90,538,7,82.89676425269646,16.024653312788907
E01000958,953,7,21,67,858,0,90.0314795383001,9.968520461699896
E01000959,688,4,1,2,681,0,98.98255813953489,1.0174418604651163
E01000960,890,6,22,63,794,5,89.21348314606742,10.224719101123595
E01000961,720,5,25,49,641,0,89.02777777777777,10.972222222222221
E01000962,757,2,8,19,728,0,96.16908850726553,3.830911492734478
E01000963,827,29,20,39,738,1,89.23821039903265,10.640870616686819
E01000964,751,2,17,19,712,1,94.8069241011984,5.0599201065246335
E01000965,814,16,17,11,770,0,94.5945945945946,5.405405405405405
E01000966,698,13,24,26,635,0,90.97421203438395,9.025787965616045
E01000967,640,43,23,20,554,0,86.5625,13.4375
E01000968,727,5,6,37,679,0,93.39752407152683,6.602475928473177
E01000969,890,33,39,6,812,0,91.23595505617978,8.764044943820224
E01000970,760,6,10,27,717,0,94.34210526315789,5.657894736842105
E01000971,580,5,13,222,340,0,58.620689655172406,41.37931034482759
E01000972,957,3,16,42,896,0,93.62591431556949,6.374085684430512
E01000973,1120,14,23,53,1026,4,91.60714285714285,8.035714285714286
E01000974,764,3,11,44,705,1,92.27748691099477,7.591623036649215
E01000975,1039,47,141,155,696,0,66.98748796920115,33.012512030798845
E01000976,873,32,161,302,377,1,43.184421534937,56.70103092783505
E01000977,946,52,75,28,790,1,83.50951374207189,16.38477801268499
E01000978,839,30,43,70,695,1,82.83671036948749,17.044100119189512
E01000979,775,20,90,298,366,1,47.225806451612904,52.645161290322584
E01000980,579,23,173,281,101,1,17.443868739205527,82.38341968911918
E01000981,662,16,99,469,78,0,11.782477341389729,88.21752265861026
E01000982,676,19,103,368,186,0,27.514792899408285,72.48520710059172
E01000983,725,29,88,458,150,0,20.689655172413794,79.3103448275862
E01000984,785,30,140,166,449,0,57.19745222929936,42.80254777070064
E01000985,520,26,145,319,30,0,5.769230769230769,94.23076923076923
E01000986,688,93,264,102,229,0,33.28488372093023,66.71511627906976
E01000987,516,16,59,392,49,0,9.496124031007753,90.50387596899225
E01000989,628,77,394,140,17,0,2.7070063694267517,97.29299363057325
E01000990,536,25,245,190,76,0,14.17910447761194,85.82089552238806
E01000991,684,300,317,47,20,0,2.923976608187134,97.07602339181285
E01000992,686,17,372,135,162,0,23.61516034985423,76.38483965014578
E01000993,604,27,150,315,111,1,18.37748344370861,81.45695364238411
E01000994,535,32,86,299,118,0,22.05607476635514,77.94392523364486
E01000995,605,23,80,251,251,0,41.48760330578513,58.51239669421487
E01000996,448,33,61,331,23,0,5.133928571428571,94.86607142857143
E01000997,492,34,81,289,88,0,17.88617886178862,82.11382113821138
E01000998,587,25,109,60,393,0,66.95059625212947,33.04940374787053
E01000999,433,36,58,316,23,0,5.311778290993072,94.68822170900692
E01001000,511,28,73,179,231,0,45.20547945205479,54.794520547945204
E01001001,580,21,71,158,329,1,56.72413793103448,43.103448275862064
E01001002,518,32,77,300,109,0,21.042471042471043,78.95752895752895
E01001003,595,30,73,252,240,0,40.33613445378151,59.66386554621849
E01001004,781,27,137,329,288,0,36.875800256081945,63.124199743918055
E01001005,598,36,142,266,153,1,25.585284280936456,74.24749163879598
E01001006,691,34,91,238,328,0,47.467438494934875,52.532561505065125
E01001007,597,46,118,412,21,0,3.5175879396984926,96.4824120603015
E01001008,528,25,249,186,67,1,12.68939393939394,87.12121212121212
E01001009,667,39,97,310,221,0,33.13343328335832,66.86656671664169
E01001010,607,17,237,171,171,11,28.171334431630974,70.0164744645799
E01001011,861,29,107,160,564,1,65.50522648083623,34.37862950058072
E01001012,810,32,84,137,556,1,68.64197530864197,31.234567901234566
E01001013,902,29,125,84,663,1,73.50332594235033,26.38580931263858
E01001015,557,163,123,186,84,1,15.080789946140035,84.73967684021544
E01001016,652,254,234,125,39,0,5.98159509202454,94.01840490797547
E01001017,630,317,217,58,38,0,6.031746031746032,93.96825396825396
E01001018,636,217,267,97,55,0,8.647798742138365,91.35220125786164
E01001019,591,299,234,14,43,1,7.2758037225042305,92.55499153976311
E01001020,640,116,416,40,68,0,10.625,89.375
E01001021,547,63,130,153,201,0,36.74588665447898,63.25411334552102
E01001022,620,215,365,20,20,0,3.225806451612903,96.7741935483871
E01001023,1118,140,251,101,625,1,55.903398926654745,44.00715563506261
E01001024,526,93,234,175,24,0,4.562737642585551,95.43726235741445
E01001025,492,43,398,27,24,0,4.878048780487805,95.1219512195122
E01001026,670,22,274,319,55,0,8.208955223880597,91.7910447761194
E01001027,992,347,440,128,77,0,7.762096774193548,92.23790322580645
E01001028,540,435,76,2,27,0,5.0,95.0
E01001029,637,287,60,5,285,0,44.740973312401884,55.25902668759811
E01001030,492,281,163,6,42,0,8.536585365853659,91.46341463414635
E01001031,513,318,113,39,43,0,8.382066276803119,91.61793372319687
E01001032,556,402,80,2,72,0,12.949640287769784,87.05035971223022
E01001033,682,71,203,130,278,0,40.76246334310851,59.2375366568915
E01001034,667,63,172,100,332,0,49.77511244377811,50.22488755622189
E01001035,840,36,49,42,713,0,84.88095238095238,15.119047619047619
E01001036,661,369,18,0,274,0,41.45234493192133,58.54765506807866
E01001037,682,16,101,268,297,0,43.54838709677419,56.451612903225815
E01001038,946,70,48,44,783,1,82.76955602536998,17.12473572938689
E01001039,599,258,170,43,128,0,21.368948247078464,78.63105175292154
E01001040,742,27,164,317,233,1,31.40161725067385,68.46361185983828
E01001041,728,22,124,92,490,0,67.3076923076923,32.69230769230769
E01001042,942,27,111,228,574,2,60.93418259023354,38.853503184713375
E01001044,836,164,84,225,362,1,43.301435406698566,56.57894736842105
E01001046,799,37,43,180,538,1,67.33416770963704,32.540675844806
E01001047,844,33,95,64,651,1,77.13270142180096,22.748815165876778
E01001049,520,402,32,24,62,0,11.923076923076923,88.07692307692308
E01001050,789,11,29,113,636,0,80.6083650190114,19.39163498098859
E01001051,565,20,64,230,251,0,44.424778761061944,55.575221238938056
E01001052,456,28,69,289,70,0,15.350877192982457,84.64912280701753
E01001053,534,17,341,132,44,0,8.239700374531834,91.76029962546816
E01001054,592,26,181,300,85,0,14.358108108108109,85.6418918918919
E01001055,576,26,284,168,98,0,17.01388888888889,82.98611111111111
E01001056,577,24,115,142,296,0,51.2998266897747,48.7001733102253
E01001057,601,4,39,104,454,0,75.54076539101497,24.459234608985025
E01001058,525,52,57,414,2,0,0.38095238095238093,99.61904761904762
E01001059,668,10,45,286,327,0,48.952095808383234,51.047904191616766
E01001060,644,36,63,389,156,0,24.22360248447205,75.77639751552795
E01001061,649,9,315,54,271,0,41.75654853620955,58.24345146379045
E01001062,560,183,290,27,60,0,10.714285714285714,89.28571428571429
E01001063,576,93,305,99,79,0,13.715277777777779,86.28472222222221
E01001064,612,284,226,78,24,0,3.9215686274509802,96.07843137254902
E01001065,649,46,224,51,328,0,50.53929121725732,49.46070878274268
E01001066,526,21,167,134,203,1,38.59315589353612,61.21673003802282
E01001067,576,381,180,5,10,0,1.7361111111111112,98.26388888888889
E01001068,753,298,109,61,285,0,37.84860557768924,62.15139442231076
E01001069,505,194,204,35,72,0,14.257425742574256,85.74257425742574
E01001070,648,160,336,21,131,0,20.21604938271605,79.78395061728395
E01001071,723,204,341,72,106,0,14.661134163208853,85.33886583679114
E01001072,540,446,31,31,32,0,5.9259259259259265,94.07407407407408
E01001073,582,127,169,68,217,1,37.2852233676976,62.54295532646048
E01001074,816,117,142,218,339,0,41.544117647058826,58.45588235294118
E01001075,643,61,208,162,211,1,32.8149300155521,67.02954898911354
E01001076,568,16,301,100,151,0,26.58450704225352,73.41549295774648
E01001077,516,6,433,64,12,1,2.3255813953488373,97.48062015503875
E01001078,510,17,251,106,135,1,26.47058823529412,73.33333333333333
E01001079,588,15,275,151,147,0,25.0,75.0
E01001080,585,21,133,147,284,0,48.547008547008545,51.45299145299145
E01001081,497,9,337,83,68,0,13.682092555331993,86.31790744466801
E01001082,523,9,343,81,90,0,17.208413001912046,82.79158699808795
E01001083,544,31,310,181,21,1,3.860294117647059,95.95588235294117
E01001084,667,169,295,88,114,1,17.09145427286357,82.75862068965517
E01001085,648,23,162,254,209,0,32.25308641975309,67.74691358024691
E01001086,589,21,123,391,54,0,9.168081494057725,90.83191850594228
E01001087,1130,69,200,131,720,10,63.716814159292035,35.39823008849557
E01001088,575,21,238,300,16,0,2.782608695652174,97.21739130434783
E01001089,647,27,132,346,142,0,21.947449768160745,78.05255023183926
E01001090,889,29,174,246,440,0,49.493813273340834,50.506186726659166
E01001091,563,115,213,121,114,0,20.24866785079929,79.75133214920072
E01001092,702,256,122,3,321,0,45.72649572649573,54.27350427350427
E01001093,711,153,167,161,230,0,32.34880450070324,67.65119549929676
E01001094,569,344,129,7,89,0,15.641476274165203,84.3585237258348
E01001095,596,18,125,168,285,0,47.81879194630873,52.18120805369127
E01001096,532,294,182,18,38,0,7.142857142857142,92.85714285714286
E01001097,1170,52,101,101,914,2,78.11965811965813,21.70940170940171
E01001098,535,360,130,8,37,0,6.915887850467289,93.0841121495327
E01001099,599,65,130,237,167,0,27.879799666110184,72.12020033388981
E01001100,595,40,297,74,184,0,30.92436974789916,69.07563025210084
E01001101,505,197,304,2,2,0,0.39603960396039606,99.60396039603961
E01001102,631,270,154,14,193,0,30.58637083993661,69.4136291600634
E01001103,642,275,284,42,41,0,6.386292834890965,93.61370716510903
E01001104,642,245,310,8,78,1,12.149532710280374,87.69470404984425
E01001105,623,15,460,114,34,0,5.457463884430177,94.54253611556982
E01001106,561,91,361,41,67,1,11.942959001782532,87.87878787878788
E01001107,667,407,69,7,184,0,27.586206896551722,72.41379310344827
E01001108,646,376,255,5,10,0,1.5479876160990713,98.45201238390094
E01001109,963,37,156,231,536,3,55.65939771547248,44.02907580477674
E01001110,893,34,74,77,708,0,79.28331466965287,20.716685330347147
E01001111,641,27,151,327,136,0,21.21684867394696,78.78315132605304
E01001112,853,18,94,128,612,1,71.74677608440797,28.13599062133646
E01001113,853,29,186,82,556,0,65.18171160609613,34.81828839390387
E01001114,602,26,86,140,349,1,57.9734219269103,41.86046511627907
E01001115,649,39,114,238,258,0,39.753466872110934,60.24653312788906
E01001116,607,47,115,283,162,0,26.68863261943987,73.31136738056013
E01001118,881,34,159,220,467,1,53.00794551645856,46.878547105561864
E01001119,579,66,481,30,2,0,0.3454231433506045,99.65457685664938
E01001120,511,45,214,225,27,0,5.283757338551859,94.71624266144813
E01001121,537,389,100,15,33,0,6.145251396648044,93.85474860335195
E01001122,459,152,286,12,9,0,1.9607843137254901,98.0392156862745
E01001123,602,171,410,9,12,0,1.9933554817275747,98.00664451827242
E01001124,603,186,324,89,4,0,0.6633499170812603,99.33665008291874
E01001125,606,26,444,45,91,0,15.016501650165019,84.98349834983499
E01001126,599,77,341,55,126,0,21.03505843071786,78.96494156928213
E01001127,584,50,484,11,39,0,6.678082191780822,93.32191780821918
E01001128,569,17,142,161,249,0,43.7609841827768,56.239015817223205
E01001129,505,30,469,4,1,1,0.19801980198019803,99.60396039603961
E01001130,558,3,30,60,465,0,83.33333333333334,16.666666666666664
E01001131,659,43,109,343,164,0,24.88619119878604,75.11380880121396
E01001132,644,182,343,9,110,0,17.080745341614907,82.91925465838509
E01001133,727,175,247,71,234,0,32.18707015130674,67.81292984869326
E01001134,678,175,167,222,114,0,16.8141592920354,83.1858407079646
E01001135,638,147,388,33,70,0,10.9717868338558,89.0282131661442
E01001136,983,24,83,64,812,0,82.60427263479146,17.395727365208547
E01001137,972,78,87,139,668,0,68.72427983539094,31.275720164609055
E01001138,718,28,78,106,506,0,70.47353760445682,29.526462395543174
E01001139,713,36,111,276,290,0,40.67321178120617,59.32678821879382
E01001140,760,24,123,37,576,0,75.78947368421053,24.210526315789473
E01001141,574,17,46,92,419,0,72.99651567944251,27.00348432055749
E01001142,749,27,263,155,304,0,40.58744993324432,59.41255006675568
E01001143,826,28,89,318,391,0,47.336561743341406,52.66343825665859
E01001144,799,11,61,140,584,3,73.09136420525657,26.533166458072593
E01001145,872,7,42,77,745,1,85.43577981651376,14.449541284403669
E01001146,604,31,135,331,106,1,17.549668874172188,82.28476821192054
E01001147,670,35,151,180,285,19,42.53731343283582,54.62686567164179
E01001148,700,22,146,276,256,0,36.57142857142857,63.42857142857142
E01001149,622,31,123,184,284,0,45.659163987138264,54.340836012861736
E01001150,637,20,91,340,186,0,29.199372056514918,70.80062794348508
E01001151,671,30,203,129,308,1,45.90163934426229,53.94932935916542
E01001152,787,28,130,144,483,2,61.3722998729352,38.37357052096569
E01001153,609,29,110,324,146,0,23.973727422003286,76.0262725779967
E01001154,727,45,153,285,244,0,33.56258596973865,66.43741403026134
E01001155,786,23,78,148,537,0,68.32061068702289,31.679389312977097
E01001156,721,37,96,151,437,0,60.61026352288488,39.389736477115115
E01001157,624,55,310,142,117,0,18.75,81.25
E01001158,670,7,100,191,372,0,55.52238805970149,44.47761194029851
E01001159,740,266,118,42,314,0,42.432432432432435,57.567567567567565
E01001160,627,38,432,85,72,0,11.483253588516746,88.51674641148325
E01001161,550,46,329,91,84,0,15.272727272727273,84.72727272727273
E01001162,801,64,136,143,458,0,57.17852684144818,42.82147315855181
E01001163,835,57,247,183,348,0,41.67664670658683,58.32335329341317
E01001164,994,31,68,102,792,1,79.67806841046277,20.22132796780684
E01001165,725,40,160,278,247,0,34.06896551724138,65.93103448275862
E01001166,875,40,144,204,486,1,55.54285714285714,44.34285714285714
E01001167,819,22,273,275,249,0,30.4029304029304,69.59706959706959
E01001168,733,39,215,229,249,1,33.969986357435204,65.89358799454298
E01001169,640,13,403,100,124,0,19.375,80.625
E01001170,893,25,58,41,767,2,85.8902575587906,13.885778275475925
E01001171,680,87,93,46,454,0,66.76470588235294,33.23529411764706
E01001172,730,30,294,226,177,3,24.246575342465754,75.34246575342466
E01001173,1122,138,217,169,598,0,53.297682709447415,46.702317290552585
E01001174,509,38,78,339,54,0,10.609037328094303,89.3909626719057
E01001175,555,41,119,237,158,0,28.468468468468465,71.53153153153153
E01001176,621,38,190,170,223,0,35.909822866344605,64.09017713365539
E01001177,554,42,132,270,110,0,19.855595667870034,80.14440433212997
E01001178,595,41,55,78,405,16,68.0672268907563,29.2436974789916
E01001179,549,51,116,352,29,1,5.2823315118397085,94.53551912568307
E01001180,674,45,157,300,172,0,25.519287833827892,74.4807121661721
E01001181,888,55,96,98,634,5,71.3963963963964,28.040540540540544
E01001182,461,38,122,165,136,0,29.50108459869848,70.49891540130152
E01001183,634,32,73,210,319,0,50.315457413249206,49.684542586750794
E01001184,447,26,77,290,54,0,12.080536912751679,87.91946308724832
E01001185,744,29,125,268,321,1,43.145161290322584,56.72043010752689
E01001186,816,29,91,195,500,1,61.274509803921575,38.60294117647059
E01001187,811,14,236,280,280,1,34.5252774352651,65.35141800246609
E01001188,748,26,132,345,245,0,32.75401069518716,67.24598930481284
E01001189,459,10,56,353,40,0,8.714596949891067,91.28540305010894
E01001190,602,23,111,374,94,0,15.614617940199334,84.38538205980066
E01001191,863,17,109,176,561,0,65.00579374275782,34.994206257242176
E01001192,691,26,89,225,351,0,50.7959479015919,49.2040520984081
E01001193,567,28,139,371,29,0,5.114638447971781,94.88536155202821
E01001194,617,27,71,487,31,1,5.024311183144246,94.81361426256078
E01001195,619,33,419,97,66,4,10.662358642972535,88.69143780290791
E01001196,694,22,133,25,513,1,73.9193083573487,25.936599423631122
E01001197,719,47,265,4,402,1,55.910987482614736,43.94993045897079
E01001198,595,20,98,166,311,0,52.268907563025216,47.73109243697479
E01001199,671,12,90,31,538,0,80.17883755588674,19.821162444113263
E01001200,627,25,164,111,327,0,52.15311004784689,47.84688995215311
E01001201,632,19,91,143,379,0,59.96835443037975,40.03164556962025
E01001202,999,20,88,78,811,2,81.18118118118119,18.61861861861862
E01001203,853,10,52,64,726,1,85.11137162954279,14.77139507620164
E01001204,597,40,227,116,214,0,35.845896147403685,64.15410385259631
E01001205,654,28,101,104,421,0,64.37308868501529,35.62691131498471
E01001206,552,7,40,27,477,1,86.41304347826086,13.405797101449277
E01001207,758,20,72,242,424,0,55.93667546174142,44.06332453825858
E01001208,507,6,283,169,49,0,9.664694280078894,90.3353057199211
E01001209,652,17,126,332,177,0,27.14723926380368,72.85276073619632
E01001210,758,5,144,18,590,1,77.83641160949868,22.03166226912929
E01001211,719,40,170,76,432,1,60.08344923504868,39.77746870653686
E01001212,722,55,119,139,406,3,56.232686980609415,43.35180055401662
E01001213,535,33,218,179,105,0,19.626168224299064,80.37383177570094
E01001214,500,49,258,153,39,1,7.8,92.0
E01001215,617,35,190,115,276,1,44.73257698541329,55.10534846029174
E01001216,494,25,202,33,234,0,47.368421052631575,52.63157894736842
E01001217,441,19,110,292,20,0,4.535147392290249,95.46485260770974
E01001218,726,27,77,140,482,0,66.39118457300276,33.608815426997246
E01001219,764,27,140,147,450,0,58.90052356020943,41.09947643979058
E01001220,470,9,34,26,399,2,84.8936170212766,14.680851063829786
E01001223,632,139,25,31,437,0,69.14556962025317,30.854430379746834
E01001224,580,108,271,27,174,0,30.0,70.0
E01001225,849,84,38,133,594,0,69.96466431095406,30.03533568904594
E01001226,673,66,22,37,548,0,81.42644873699851,18.573551263001487
E01001227,604,80,176,130,218,0,36.092715231788084,63.90728476821192
E01001228,827,93,52,8,674,0,81.4993954050786,18.500604594921402
E01001229,591,10,134,170,277,0,46.86971235194585,53.13028764805414
E01001230,605,46,165,105,282,7,46.611570247933884,52.231404958677686
E01001231,785,164,226,22,373,0,47.51592356687898,52.48407643312102
E01001232,618,38,167,180,233,0,37.702265372168284,62.297734627831716
E01001233,621,21,112,265,222,1,35.748792270531396,64.09017713365539
E01001234,608,63,38,40,467,0,76.80921052631578,23.190789473684212
E01001235,783,38,14,21,710,0,90.67688378033205,9.323116219667945
E01001236,686,47,81,21,536,1,78.134110787172,21.720116618075803
E01001237,674,68,115,56,434,1,64.39169139465875,35.459940652818986
E01001239,565,23,110,90,342,0,60.53097345132743,39.469026548672566
E01001240,659,49,220,125,265,0,40.21244309559939,59.78755690440061
E01001241,658,30,229,65,334,0,50.75987841945289,49.24012158054711
E01001242,612,48,206,37,321,0,52.450980392156865,47.549019607843135
E01001243,959,37,115,75,731,1,76.2252346193952,23.670490093847757
E01001244,1171,7,29,26,1108,1,94.6199829205807,5.2946199829205804
E01001245,921,4,87,85,745,0,80.89033659066233,19.109663409337678
E01001246,819,23,63,295,424,14,51.77045177045178,46.52014652014652
E01001247,813,37,229,276,271,0,33.33333333333333,66.66666666666666
E01001248,564,17,210,76,261,0,46.27659574468085,53.72340425531915
E01001249,1091,15,31,116,928,1,85.05957836846929,14.848762603116409
E01001250,975,8,52,182,732,1,75.07692307692308,24.82051282051282
E01001251,736,15,73,308,340,0,46.19565217391305,53.80434782608695
E01001252,966,35,128,279,524,0,54.24430641821946,45.75569358178054
E01001253,773,25,130,327,289,2,37.386804657179816,62.35446313065977
E01001254,747,21,180,260,285,1,38.152610441767074,61.71352074966533
E01001255,589,15,148,253,173,0,29.37181663837012,70.62818336162988
E01001257,809,18,118,118,555,0,68.60321384425217,31.396786155747836
E01001258,650,43,131,209,266,1,40.92307692307692,58.92307692307692
E01001259,516,27,108,199,182,0,35.27131782945737,64.72868217054264
E01001260,692,25,327,51,289,0,41.76300578034682,58.236994219653184
E01001261,855,24,216,191,424,0,49.590643274853804,50.4093567251462
E01001262,542,11,130,84,317,0,58.487084870848705,41.51291512915129
E01001263,734,21,91,159,463,0,63.079019073569484,36.920980926430516
E01001264,625,132,153,130,210,0,33.6,66.4
E01001265,631,16,178,185,250,2,39.61965134706815,60.063391442155314
E01001266,595,13,500,15,67,0,11.260504201680673,88.73949579831933
E01001267,819,32,111,112,563,1,68.74236874236874,31.135531135531135
E01001268,639,74,399,15,150,1,23.474178403755868,76.36932707355243
E01001269,796,35,176,273,312,0,39.19597989949749,60.80402010050251
E01001270,585,19,192,333,41,0,7.0085470085470085,92.99145299145299
E01001271,632,29,192,234,176,1,27.848101265822784,71.99367088607595
E01001272,592,31,281,103,177,0,29.898648648648653,70.10135135135135
E01001273,580,242,98,34,206,0,35.51724137931034,64.48275862068965
E01001274,588,40,115,234,199,0,33.843537414965986,66.15646258503402
E01001275,907,80,12,26,789,0,86.99007717750827,13.009922822491731
E01001276,696,32,245,135,282,2,40.51724137931034,59.195402298850574
E01001277,718,26,287,104,301,0,41.92200557103064,58.07799442896936
E01001278,800,166,114,7,513,0,64.125,35.875
E01001279,556,26,280,220,30,0,5.39568345323741,94.60431654676259
E01001280,775,51,28,54,641,1,82.70967741935485,17.161290322580644
E01001281,619,16,101,311,191,0,30.8562197092084,69.1437802907916
E01001282,615,18,188,239,169,1,27.479674796747965,72.35772357723577
E01001283,771,17,116,177,454,7,58.884565499351496,40.20752269779507
E01001284,586,49,293,178,66,0,11.262798634812286,88.73720136518772
E01001285,575,59,171,257,86,2,14.956521739130435,84.69565217391303
E01001286,613,24,105,366,118,0,19.249592169657422,80.75040783034257
E01001287,506,15,151,34,305,1,60.27667984189723,39.52569169960474
E01001288,536,23,136,190,187,0,34.88805970149254,65.11194029850746
E01001289,476,27,133,182,134,0,28.15126050420168,71.84873949579831
E01001290,794,66,133,65,529,1,66.62468513853904,33.249370277078086
E01001291,510,31,164,271,44,0,8.627450980392156,91.37254901960785
E01001292,509,27,114,336,32,0,6.286836935166994,93.71316306483301
E01001293,569,33,106,280,149,1,26.18629173989455,73.63796133567662
E01001294,570,39,226,227,78,0,13.684210526315791,86.31578947368422
E01001295,526,36,151,313,25,1,4.752851711026616,95.05703422053232
E01001296,416,32,174,185,25,0,6.009615384615385,93.99038461538461
E01001297,517,29,109,241,137,1,26.4990328820116,73.30754352030948
E01001298,585,33,199,235,117,1,20.0,79.82905982905983
E01001299,644,22,251,273,98,0,15.217391304347828,84.78260869565217
E01001300,599,12,80,379,127,1,21.202003338898166,78.63105175292154
E01001301,808,12,74,156,566,0,70.04950495049505,29.950495049504948
E01001302,618,19,102,287,210,0,33.980582524271846,66.01941747572816
E01001303,648,7,107,319,213,2,32.870370370370374,66.82098765432099
E01001304,698,20,76,161,441,0,63.180515759312314,36.81948424068768
E01001305,632,40,209,292,90,1,14.240506329113925,85.60126582278481
E01001306,697,12,58,483,144,0,20.65997130559541,79.3400286944046
E01001307,607,37,124,355,90,1,14.827018121911037,85.00823723228996
E01001308,686,39,485,42,109,11,15.889212827988338,82.5072886297376
E01001309,596,24,408,99,65,0,10.906040268456376,89.09395973154362
E01001310,758,11,249,121,376,1,49.6042216358839,50.263852242744065
E01001311,955,39,139,325,452,0,47.32984293193717,52.67015706806283
E01001312,606,37,177,237,155,0,25.577557755775576,74.42244224422441
E01001313,521,35,148,305,33,0,6.333973128598848,93.66602687140116
E01001314,513,18,90,342,63,0,12.280701754385964,87.71929824561403
E01001315,500,25,128,253,94,0,18.8,81.2
E01001316,613,7,123,35,448,0,73.08319738988581,26.916802610114193
E01001317,727,30,191,180,325,1,44.70426409903714,55.15818431911968
E01001318,718,16,149,146,407,0,56.68523676880223,43.31476323119777
E01001319,505,18,159,296,32,0,6.336633663366337,93.66336633663367
E01001320,547,12,53,167,314,1,57.40402193784278,42.413162705667276
E01001321,793,30,496,70,197,0,24.84237074401009,75.15762925598992
E01001322,736,28,246,127,310,25,42.119565217391305,54.483695652173914
E01001323,770,29,236,100,404,1,52.467532467532465,47.4025974025974
E01001324,644,21,103,76,444,0,68.94409937888199,31.05590062111801
E01001325,619,31,358,67,163,0,26.33279483037157,73.66720516962843
E01001326,675,21,136,121,397,0,58.81481481481482,41.18518518518518
E01001327,590,26,190,236,137,1,23.220338983050848,76.61016949152543
E01001328,595,8,216,30,341,0,57.310924369747895,42.6890756302521
E01001329,637,19,304,53,261,0,40.97331240188383,59.02668759811617
E01001330,643,25,94,198,326,0,50.69984447900466,49.30015552099534
E01001331,631,8,43,63,517,0,81.93343898573693,18.066561014263076
E01001332,583,18,51,134,380,0,65.18010291595198,34.81989708404803
E01001333,712,40,117,99,456,0,64.04494382022472,35.95505617977528
E01001334,517,25,116,96,279,1,53.9651837524178,45.84139264990329
E01001335,516,175,175,30,135,1,26.16279069767442,73.64341085271317
E01001336,565,62,177,87,238,1,42.123893805309734,57.69911504424778
E01001337,764,42,148,179,390,5,51.047120418848166,48.29842931937173
E01001338,535,34,251,91,158,1,29.53271028037383,70.2803738317757
E01001339,701,56,196,174,258,17,36.80456490727532,60.770328102710415
E01001340,546,15,41,104,385,1,70.51282051282051,29.304029304029307
E01001341,588,31,139,277,141,0,23.97959183673469,76.0204081632653
E01001342,642,33,145,247,215,2,33.48909657320872,66.1993769470405
E01001343,478,17,217,212,31,1,6.485355648535565,93.30543933054393
E01001344,903,27,188,247,441,0,48.837209302325576,51.162790697674424
E01001345,526,25,349,114,38,0,7.224334600760455,92.77566539923954
E01001346,680,20,269,296,94,1,13.823529411764707,86.02941176470588
E01001347,689,41,233,230,185,0,26.850507982583455,73.14949201741655
E01001348,666,21,177,132,336,0,50.45045045045045,49.549549549549546
E01001349,490,23,221,139,107,0,21.836734693877553,78.16326530612245
E01001350,614,38,171,11,394,0,64.16938110749186,35.83061889250814
E01001351,836,34,133,47,622,0,74.4019138755981,25.598086124401913
E01001352,646,14,142,26,462,2,71.51702786377709,28.173374613003094
E01001353,635,11,86,45,493,0,77.63779527559055,22.362204724409448
E01001354,890,33,263,32,562,0,63.146067415730336,36.853932584269664
E01001355,891,24,42,194,631,0,70.81930415263749,29.180695847362514
E01001356,635,3,3,30,580,19,91.33858267716536,5.669291338582677
E01001357,1140,8,18,42,1072,0,94.03508771929825,5.964912280701754
E01001358,822,5,14,22,779,2,94.76885644768856,4.987834549878346
E01001359,623,59,123,257,182,2,29.213483146067414,70.46548956661316
E01001360,553,53,171,267,60,2,10.849909584086799,88.78842676311031
E01001361,603,40,125,106,330,2,54.72636815920397,44.94195688225539
E01001362,716,51,114,239,311,1,43.435754189944134,56.424581005586596
E01001363,526,45,86,188,207,0,39.353612167300376,60.646387832699624
E01001364,551,43,162,187,156,3,28.31215970961887,71.14337568058076
E01001365,677,68,129,371,105,4,15.5096011816839,83.89955686853766
E01001366,564,55,158,192,158,1,28.01418439716312,71.80851063829788
E01001367,748,34,134,94,480,6,64.1711229946524,35.02673796791444
E01001368,471,55,135,209,72,0,15.286624203821656,84.71337579617835
E01001369,552,46,117,144,245,0,44.38405797101449,55.61594202898551
E01001370,570,60,211,215,84,0,14.736842105263156,85.26315789473684
E01001371,620,38,99,240,243,0,39.19354838709677,60.806451612903224
E01001372,698,58,88,245,306,1,43.83954154727794,56.01719197707736
E01001373,586,46,104,228,208,0,35.49488054607509,64.50511945392492
E01001374,902,6,56,295,545,0,60.42128603104213,39.57871396895787
E01001375,707,26,65,416,200,0,28.28854314002829,71.71145685997172
E01001376,735,16,70,124,525,0,71.42857142857143,28.57142857142857
E01001377,698,77,204,102,315,0,45.12893982808023,54.87106017191977
E01001379,717,26,111,396,184,0,25.662482566248258,74.33751743375174
E01001380,1057,19,52,298,688,0,65.08987701040681,34.91012298959319
