lsoa_code,households_total_housing,households_detached,households_semi_detached,households_terraced,households_flats_apartments,households_other_accommodation,pct_flats_apartments,pct_houses
E01004295,667,5,15,27,620,0,92.95352323838081,7.04647676161919
E01004296,1100,6,11,40,1043,0,94.81818181818183,5.181818181818182
E01004297,879,8,20,105,746,0,84.86916951080774,15.130830489192265
E01004298,568,9,25,41,493,0,86.79577464788733,13.204225352112676
E01004300,535,6,7,31,491,0,91.77570093457945,8.224299065420562
E01004301,477,2,0,16,459,0,96.22641509433963,3.7735849056603774
E01004302,555,0,2,17,535,1,96.3963963963964,3.423423423423423
E01004303,1006,16,12,74,904,0,89.86083499005964,10.139165009940358
E01004304,621,6,18,51,546,0,87.92270531400966,12.077294685990339
E01004305,665,5,11,47,602,0,90.52631578947368,9.473684210526317
E01004306,689,8,20,125,536,0,77.79390420899854,22.206095791001452
E01004307,1031,7,6,32,986,0,95.635305528613,4.364694471387003
E01004308,510,11,37,113,347,2,68.03921568627452,31.56862745098039
E01004309,941,1,18,45,877,0,93.19872476089267,6.801275239107333
E01004310,843,7,11,40,785,0,93.11981020166074,6.880189798339265
E01004311,755,0,0,34,721,0,95.49668874172185,4.503311258278146
E01004312,484,4,6,22,452,0,93.38842975206612,6.6115702479338845
E01004313,804,2,10,27,765,0,95.1492537313433,4.850746268656716
E01004315,660,7,55,89,508,1,76.96969696969697,22.87878787878788
E01004316,439,0,3,2,434,0,98.86104783599089,1.1389521640091116
E01004319,843,2,15,32,792,2,93.95017793594306,5.812574139976276
E01004321,843,4,18,98,723,0,85.76512455516014,14.23487544483986
E01004322,523,4,2,14,503,0,96.17590822179733,3.824091778202677
E01004323,474,12,25,128,308,1,64.9789029535865,34.810126582278485
E01004324,519,6,13,50,450,0,86.70520231213872,13.294797687861271
E01004326,767,1,3,1,761,1,99.21773142112124,0.651890482398957
E01004327,473,18,52,233,169,1,35.72938689217759,64.05919661733616
E01004328,660,33,58,311,257,1,38.93939393939394,60.909090909090914
E01004329,642,35,72,378,157,0,24.45482866043614,75.54517133956386
E01004330,610,34,50,458,68,0,11.147540983606557,88.85245901639345
E01004331,602,38,70,385,109,0,18.106312292358805,81.89368770764119
E01004332,653,23,100,232,297,1,45.48238897396631,54.36447166921899
E01004333,584,13,37,232,301,1,51.54109589041096,48.28767123287671
E01004334,613,13,79,91,430,0,70.14681892332788,29.853181076672104
E01004335,618,23,42,173,380,0,61.48867313915858,38.51132686084142
E01004336,587,39,67,244,234,3,39.86371379897785,59.6252129471891
E01004337,647,61,100,364,122,0,18.856259659969087,81.14374034003092
E01004338,646,36,81,277,252,0,39.0092879256966,60.99071207430341
E01004339,696,23,68,286,319,0,45.83333333333333,54.166666666666664
E01004340,715,29,51,249,385,1,53.84615384615385,46.01398601398601
E01004341,741,43,93,247,356,2,48.043184885290145,51.686909581646425
E01004342,723,38,91,416,177,1,24.481327800829874,75.38035961272476
E01004343,651,19,108,457,67,0,10.291858678955453,89.70814132104454
E01004344,664,25,72,285,281,1,42.31927710843373,57.53012048192772
E01004345,617,42,80,397,98,0,15.883306320907616,84.11669367909238
E01004346,570,14,106,435,15,0,2.631578947368421,97.36842105263158
E01004347,803,23,52,323,403,2,50.186799501867995,49.56413449564134
E01004348,1198,39,153,459,546,1,45.57595993322204,54.34056761268782
E01004349,554,26,346,99,82,1,14.801444043321299,85.01805054151625
E01004350,920,21,292,57,550,0,59.78260869565217,40.21739130434783
E01004351,636,35,258,279,64,0,10.062893081761008,89.937106918239
E01004352,792,98,279,89,324,2,40.909090909090914,58.838383838383834
E01004353,793,87,369,91,245,1,30.895334174022697,68.97856242118537
E01004354,777,22,195,315,245,0,31.53153153153153,68.46846846846847
E01004355,680,29,201,36,414,0,60.882352941176464,39.11764705882353
E01004356,593,27,389,108,69,0,11.63575042158516,88.36424957841484
E01004357,576,42,382,71,81,0,14.0625,85.9375
E01004358,880,53,220,92,514,1,58.409090909090914,41.47727272727273
E01004359,597,14,292,216,75,0,12.562814070351758,87.43718592964824
E01004360,476,19,370,51,36,0,7.563025210084033,92.43697478991596
E01004361,494,22,326,130,16,0,3.2388663967611335,96.76113360323887
E01004362,676,19,92,125,440,0,65.08875739644971,34.9112426035503
E01004363,519,28,90,304,97,0,18.689788053949904,81.31021194605009
E01004364,624,31,119,274,200,0,32.05128205128205,67.94871794871796
E01004365,797,33,47,285,432,0,54.20326223337516,45.796737766624844
E01004366,666,31,76,397,162,0,24.324324324324326,75.67567567567568
E01004367,530,21,66,264,179,0,33.77358490566038,66.22641509433961
E01004368,780,72,73,218,416,1,53.333333333333336,46.53846153846154
E01004369,635,8,53,117,457,0,71.96850393700788,28.03149606299213
E01004370,804,25,56,263,459,1,57.08955223880597,42.78606965174129
E01004371,610,13,51,313,233,0,38.196721311475414,61.803278688524586
E01004372,690,9,28,103,550,0,79.71014492753623,20.28985507246377
E01004373,678,26,57,247,347,1,51.17994100294986,48.67256637168141
E01004374,705,47,54,376,227,1,32.19858156028369,67.65957446808511
E01004375,708,22,73,256,356,1,50.282485875706215,49.57627118644068
E01004376,657,28,61,263,305,0,46.42313546423135,53.57686453576864
E01004377,614,33,267,278,35,1,5.700325732899023,94.13680781758957
E01004378,675,36,150,288,201,0,29.777777777777775,70.22222222222221
E01004379,731,15,61,458,197,0,26.949384404924757,73.05061559507524
E01004380,620,46,218,133,223,0,35.96774193548387,64.03225806451613
E01004381,742,11,121,388,222,0,29.919137466307276,70.08086253369272
E01004382,624,6,21,160,437,0,70.03205128205127,29.967948717948715
E01004383,581,20,228,279,54,0,9.294320137693632,90.70567986230637
E01004384,745,22,220,253,249,1,33.422818791946305,66.44295302013423
E01004385,655,24,145,98,388,0,59.23664122137404,40.76335877862595
E01004386,648,56,457,86,48,1,7.4074074074074066,92.43827160493827
E01004387,521,43,172,243,63,0,12.092130518234164,87.90786948176583
E01004388,660,38,209,26,387,0,58.63636363636363,41.36363636363637
E01004389,693,24,278,201,190,0,27.417027417027416,72.58297258297259
E01004390,631,27,236,257,110,1,17.432646592709986,82.40887480190175
E01004391,976,20,30,138,787,1,80.63524590163934,19.262295081967213
E01004392,982,28,58,253,641,2,65.27494908350306,34.521384928716905
E01004393,768,8,22,105,632,1,82.29166666666666,17.578125
E01004394,790,37,49,205,499,0,63.16455696202532,36.835443037974684
E01004395,596,32,46,430,80,8,13.422818791946309,85.23489932885906
E01004396,699,42,63,429,165,0,23.605150214592275,76.39484978540773
E01004397,1129,26,55,240,808,0,71.56775907883083,28.43224092116918
E01004398,664,45,193,296,130,0,19.57831325301205,80.42168674698796
E01004399,598,49,142,250,153,4,25.585284280936456,73.7458193979933
E01004400,653,32,113,307,201,0,30.781010719754974,69.21898928024503
E01004401,890,40,79,451,316,4,35.50561797752809,64.04494382022472
E01004402,653,39,104,366,144,0,22.052067381317,77.947932618683
E01004403,898,33,136,313,416,0,46.32516703786192,53.67483296213808
E01004404,1106,19,80,174,833,0,75.31645569620254,24.68354430379747
E01004405,612,26,101,181,304,0,49.673202614379086,50.326797385620914
E01004406,737,25,35,187,490,0,66.48575305291723,33.51424694708277
E01004407,664,5,11,25,604,19,90.96385542168674,6.174698795180722
E01004408,711,26,62,282,335,6,47.11673699015471,52.03938115330521
E01004409,753,18,96,189,450,0,59.76095617529881,40.23904382470119
E01004410,821,15,71,115,619,1,75.3958587088916,24.482338611449453
E01004411,767,19,39,196,513,0,66.88396349413298,33.116036505867015
E01004412,756,23,118,220,395,0,52.24867724867725,47.75132275132275
E01004413,704,24,161,309,210,0,29.829545454545453,70.17045454545455
E01004414,635,28,192,312,103,0,16.22047244094488,83.77952755905513
E01004415,620,29,243,190,157,1,25.322580645161292,74.51612903225806
E01004416,718,14,318,185,201,0,27.99442896935933,72.00557103064067
E01004417,699,27,172,253,247,0,35.336194563662374,64.66380543633763
E01004418,649,20,91,348,190,0,29.275808936825886,70.72419106317412
E01004419,926,38,112,328,447,1,48.272138228941685,51.61987041036718
E01004420,738,39,70,305,321,3,43.49593495934959,56.09756097560976
E01004421,595,48,112,341,94,0,15.798319327731091,84.2016806722689
E01004422,985,41,87,310,546,1,55.43147208121827,44.46700507614213
E01004423,713,26,66,173,447,1,62.69284712482468,37.166900420757365
E01004424,737,38,72,249,378,0,51.28900949796472,48.71099050203528
E01004425,834,13,29,47,745,0,89.32853717026379,10.67146282973621
E01004426,600,28,64,371,137,0,22.833333333333332,77.16666666666666
E01004427,829,22,37,65,705,0,85.0422195416164,14.957780458383596
E01004428,708,27,107,175,399,0,56.355932203389834,43.64406779661017
E01004429,697,34,85,226,351,1,50.3586800573888,49.49784791965567
E01004430,1074,37,62,307,666,2,62.01117318435754,37.80260707635009
E01004432,701,34,73,350,244,0,34.8074179743224,65.19258202567761
E01004434,748,23,68,251,406,0,54.278074866310156,45.72192513368984
E01004435,818,32,90,149,546,1,66.74816625916871,33.12958435207824
E01004436,576,30,114,93,337,2,58.50694444444444,41.14583333333333
E01004437,750,19,83,81,567,0,75.6,24.4
E01004438,793,34,71,301,386,1,48.675914249684745,51.19798234552333
E01004439,664,23,93,186,361,1,54.36746987951807,45.48192771084337
E01004440,806,14,60,248,483,1,59.92555831265509,39.950372208436725
E01004441,610,13,46,271,280,0,45.90163934426229,54.09836065573771
E01004442,619,15,84,227,293,0,47.33441033925686,52.66558966074314
E01004443,784,60,72,244,408,0,52.04081632653062,47.95918367346938
E01004444,1149,31,59,252,807,0,70.23498694516971,29.765013054830288
E01004445,678,58,46,390,181,3,26.696165191740413,72.86135693215338
E01004446,796,28,61,447,260,0,32.663316582914575,67.33668341708542
E01004447,655,29,56,423,147,0,22.442748091603054,77.55725190839695
E01004448,764,28,93,341,302,0,39.52879581151832,60.47120418848168
E01004449,638,49,110,305,174,0,27.27272727272727,72.72727272727273
E01004450,606,19,183,380,24,0,3.9603960396039604,96.03960396039604
E01004451,630,14,217,286,113,0,17.936507936507937,82.06349206349206
E01004452,764,21,107,279,357,0,46.72774869109947,53.27225130890052
E01004453,660,54,141,194,271,0,41.060606060606055,58.93939393939394
E01004454,689,49,152,256,232,0,33.671988388969524,66.32801161103048
E01004455,605,45,126,279,155,0,25.6198347107438,74.3801652892562
E01004456,563,48,120,300,95,0,16.873889875666073,83.12611012433393
E01004457,754,19,71,223,440,1,58.355437665782496,41.51193633952255
E01004458,757,39,68,434,216,0,28.533685601056803,71.4663143989432
E01004459,523,20,70,148,285,0,54.49330783938815,45.506692160611856
E01004460,703,39,116,386,161,1,22.90184921763869,76.95590327169275
E01004462,830,26,165,201,437,1,52.65060240963856,47.2289156626506
E01004463,893,15,33,127,717,1,80.29115341545354,19.596864501679732
E01004464,681,8,34,102,537,0,78.8546255506608,21.145374449339208
E01004465,567,16,42,364,145,0,25.573192239858905,74.42680776014109
E01004466,672,17,104,352,199,0,29.613095238095237,70.38690476190477
E01004467,911,24,76,111,700,0,76.83863885839737,23.161361141602637
E01004468,666,29,211,156,270,0,40.54054054054054,59.45945945945946
E01004469,645,12,88,105,439,1,68.06201550387597,31.782945736434108
E01004470,599,22,78,240,259,0,43.23873121869783,56.761268781302164
E01004471,654,18,75,146,414,1,63.30275229357798,36.54434250764526
E01004472,756,19,70,340,327,0,43.25396825396825,56.74603174603175
E01004473,754,4,41,292,417,0,55.30503978779841,44.69496021220159
E01004474,984,8,28,81,866,1,88.00813008130082,11.890243902439025
E01004475,634,16,92,89,437,0,68.92744479495269,31.07255520504732
E01004476,884,7,23,78,775,1,87.66968325791855,12.217194570135746
E01004477,609,30,162,256,161,0,26.436781609195403,73.5632183908046
E01004478,520,9,40,320,151,0,29.03846153846154,70.96153846153847
E01004479,607,20,145,147,295,0,48.59967051070841,51.40032948929159
E01004480,668,3,14,264,387,0,57.93413173652695,42.06586826347306
E01004481,690,7,26,128,529,0,76.66666666666667,23.333333333333332
E01004482,607,7,45,219,336,0,55.35420098846787,44.64579901153213
E01004483,961,6,25,130,800,0,83.24661810613944,16.75338189386056
E01004484,629,9,71,91,457,1,72.65500794912559,27.186009538950717
E01004485,748,9,50,174,515,0,68.85026737967914,31.149732620320858
E01004486,735,10,59,72,594,0,80.81632653061224,19.183673469387756
E01004487,699,3,29,109,556,2,79.54220314735336,20.171673819742487
E01004488,557,2,53,184,316,2,56.732495511669654,42.908438061041295
E01004489,600,9,34,135,417,5,69.5,29.666666666666668
E01004490,600,4,23,317,256,0,42.66666666666667,57.333333333333336
E01004491,1124,12,27,111,974,0,86.65480427046263,13.345195729537366
E01004492,737,5,32,311,389,0,52.78154681139756,47.218453188602446
E01004493,845,17,38,285,503,2,59.52662721893491,40.23668639053255
E01004494,802,4,20,176,602,0,75.06234413965088,24.93765586034913
E01004495,522,5,14,68,435,0,83.33333333333334,16.666666666666664
E01004496,934,10,20,161,743,0,79.55032119914347,20.449678800856532
E01004497,523,25,100,304,94,0,17.97323135755258,82.02676864244742
E01004498,744,6,25,168,538,7,72.31182795698925,26.747311827956988
E01004499,701,13,47,113,528,0,75.320970042796,24.679029957203994
E01004500,984,4,10,66,904,0,91.869918699187,8.130081300813007
E01004501,663,36,35,110,482,0,72.6998491704374,27.300150829562593
E01004502,684,27,114,257,286,0,41.812865497076025,58.187134502923975
E01004503,717,59,54,29,575,0,80.19525801952581,19.804741980474198
E01004504,552,55,179,86,232,0,42.028985507246375,57.971014492753625
E01004505,781,18,30,38,695,0,88.98847631241998,11.011523687580025
E01004506,1102,40,52,29,981,0,89.01996370235935,10.980036297640654
E01004507,1236,12,49,79,1096,0,88.67313915857605,11.326860841423949
E01004508,979,17,80,93,789,0,80.59244126659857,19.40755873340143
E01004510,863,17,57,128,661,0,76.59327925840093,23.406720741599074
E01004511,652,3,70,191,388,0,59.50920245398773,40.49079754601227
E01004512,607,11,31,239,325,1,53.54200988467874,46.29324546952224
E01004513,846,6,23,74,743,0,87.82505910165484,12.174940898345152
E01004514,800,6,43,411,340,0,42.5,57.49999999999999
E01004515,765,7,15,152,589,2,76.99346405228759,22.745098039215687
E01004516,501,27,153,241,80,0,15.968063872255488,84.03193612774452
E01004517,882,13,94,189,586,0,66.43990929705215,33.560090702947846
E01004518,655,11,91,268,284,1,43.358778625954194,56.48854961832062
E01004519,613,29,122,269,193,0,31.484502446982056,68.51549755301795
E01004520,438,15,66,243,114,0,26.027397260273972,73.97260273972603
E01004521,764,17,71,349,322,5,42.14659685863874,57.19895287958116
E01004522,636,19,76,200,341,0,53.61635220125787,46.38364779874214
E01004523,706,50,121,99,435,1,61.614730878186975,38.243626062322946
E01004524,817,10,14,42,751,0,91.92166462668298,8.078335373317014
E01004525,725,17,39,176,493,0,68.0,32.0
E01004526,753,19,42,72,620,0,82.33731739707835,17.66268260292165
E01004527,601,13,44,321,223,0,37.10482529118136,62.89517470881864
E01004528,714,18,46,195,454,1,63.58543417366946,36.27450980392157
E01004529,891,10,60,114,707,0,79.34904601571269,20.65095398428732
E01004530,737,13,57,203,464,0,62.95793758480326,37.04206241519674
E01004531,653,23,81,481,67,1,10.260336906584993,89.58652373660031
E01004532,621,10,59,237,315,0,50.72463768115942,49.275362318840585
E01004533,612,23,73,451,64,1,10.457516339869281,89.37908496732027
E01004534,791,7,42,456,286,0,36.15676359039191,63.843236409608096
E01004535,706,1,5,8,692,0,98.01699716713881,1.9830028328611897
E01004536,879,2,14,36,826,1,93.97042093287827,5.915813424345847
E01004537,930,4,9,33,884,0,95.05376344086022,4.946236559139785
E01004538,1085,7,14,105,957,2,88.20276497695852,11.612903225806452
E01004539,781,5,60,20,696,0,89.11651728553137,10.88348271446863
E01004540,1046,10,28,123,884,1,84.51242829827916,15.391969407265774
E01004541,772,27,20,104,621,0,80.44041450777202,19.559585492227978
E01004542,600,7,46,293,253,1,42.16666666666667,57.666666666666664
E01004543,717,45,132,160,379,1,52.859135285913524,47.00139470013947
E01004544,589,16,35,268,270,0,45.840407470288625,54.159592529711375
E01004545,1018,4,23,77,914,0,89.78388998035363,10.216110019646365
E01004546,614,10,28,193,382,1,62.21498371335505,37.62214983713355
E01004547,554,39,125,117,273,0,49.277978339350184,50.722021660649816
E01004548,1023,11,77,97,836,2,81.72043010752688,18.084066471163247
E01004549,664,16,91,185,372,0,56.024096385542165,43.97590361445783
E01004550,519,24,75,136,280,4,53.94990366088632,45.27938342967245
E01004551,785,2,5,46,731,1,93.12101910828025,6.751592356687898
E01004552,888,6,14,78,790,0,88.96396396396396,11.036036036036036
E01004553,777,8,41,211,517,0,66.53796653796654,33.46203346203346
E01004554,622,4,27,285,306,0,49.19614147909968,50.80385852090033
E01004555,578,8,40,406,124,0,21.453287197231834,78.54671280276817
E01004556,584,9,74,322,179,0,30.65068493150685,69.34931506849315
E01004557,661,11,53,297,300,0,45.38577912254161,54.61422087745839
E01004558,670,25,71,226,348,0,51.94029850746269,48.059701492537314
E01004559,519,16,96,171,236,0,45.472061657032754,54.52793834296724
E01004560,882,8,22,67,785,0,89.00226757369614,10.997732426303855
E01004563,868,2,1,8,857,0,98.73271889400922,1.2672811059907834
E01004564,828,19,32,175,602,0,72.70531400966183,27.294685990338163
E01004565,778,9,10,153,605,1,77.76349614395886,22.10796915167095
E01004566,787,3,21,87,675,1,85.7687420584498,14.104193138500634
E01004567,981,6,6,7,962,0,98.06320081549438,1.9367991845056065
E01004568,457,1,1,4,451,0,98.6870897155361,1.312910284463895
E01004569,724,80,70,141,433,0,59.806629834254146,40.193370165745854
E01004570,719,7,10,16,686,0,95.41029207232266,4.58970792767733
E01004571,688,12,28,68,580,0,84.30232558139535,15.69767441860465
E01004572,667,37,26,47,557,0,83.50824587706147,16.49175412293853
E01004573,631,29,67,126,409,0,64.81774960380349,35.182250396196515
E01004574,704,12,4,21,666,1,94.60227272727273,5.255681818181818
E01004575,681,7,10,47,617,0,90.60205580029368,9.397944199706314
E01004576,593,88,30,98,376,1,63.40640809443507,36.42495784148398
E01004577,820,8,42,127,643,0,78.41463414634147,21.585365853658537
E01004579,824,20,171,155,477,1,57.88834951456311,41.99029126213592
E01004580,894,8,42,87,757,0,84.67561521252797,15.324384787472036
E01004581,839,7,12,30,790,0,94.15971394517283,5.8402860548271756
E01004582,985,8,12,88,874,3,88.73096446700508,10.964467005076143
E01004583,816,5,30,94,685,2,83.94607843137256,15.808823529411764
E01004584,716,2,0,3,711,0,99.30167597765363,0.6983240223463687
E01004585,823,16,29,357,421,0,51.1543134872418,48.8456865127582
E01004586,851,2,20,172,657,0,77.2032902467685,22.796709753231493
E01004587,699,4,29,319,347,0,49.64234620886982,50.35765379113018
E01004588,882,7,19,319,536,1,60.770975056689345,39.1156462585034
E01004589,731,8,33,232,458,0,62.653898768809846,37.34610123119015
E01004590,815,28,70,441,275,1,33.74233128834356,66.13496932515336
E01004591,861,5,29,193,634,0,73.63530778164925,26.364692218350754
E01004592,778,17,34,478,247,2,31.748071979434446,67.9948586118252
E01004593,836,7,38,220,570,1,68.18181818181817,31.698564593301437
E01004594,627,3,35,435,154,0,24.561403508771928,75.43859649122807
E01004595,789,5,34,258,492,0,62.3574144486692,37.6425855513308
E01004596,643,6,45,371,221,0,34.3701399688958,65.6298600311042
E01004597,767,9,24,347,387,0,50.456323337679265,49.54367666232073
E01004598,956,9,46,244,657,0,68.72384937238493,31.276150627615063
E01004599,567,6,17,417,127,0,22.39858906525573,77.60141093474427
E01004601,1095,18,90,218,769,0,70.22831050228311,29.771689497716896
E01004602,712,28,90,202,392,0,55.0561797752809,44.9438202247191
E01004604,592,31,164,233,163,1,27.533783783783782,72.2972972972973
E01004605,804,10,92,296,406,0,50.49751243781094,49.50248756218906
E01004606,750,5,20,229,496,0,66.13333333333333,33.86666666666667
E01004607,682,17,147,196,321,1,47.06744868035191,52.785923753665685
E01004608,782,7,23,161,591,0,75.57544757033247,24.42455242966752
E01004609,1014,9,43,193,769,0,75.83826429980276,24.16173570019724
E01004610,713,19,133,297,263,1,36.886395511921464,62.97335203366059
E01004611,553,8,62,356,127,0,22.965641952983727,77.03435804701627
E01004612,541,19,95,257,168,2,31.053604436229204,68.57670979667283
E01004613,698,17,109,255,317,0,45.41547277936962,54.58452722063038
E01004614,833,9,60,240,524,0,62.90516206482592,37.09483793517407
E01004615,707,15,14,129,549,0,77.65205091937766,22.34794908062235
E01004616,766,9,24,124,609,0,79.50391644908616,20.496083550913838
E01004617,728,12,44,261,409,2,56.18131868131868,43.543956043956044
E01004618,530,15,48,338,129,0,24.339622641509433,75.66037735849058
E01004619,501,55,192,39,215,0,42.91417165668663,57.08582834331337
E01004620,680,16,62,171,431,0,63.382352941176464,36.61764705882353
E01004621,695,32,102,125,434,2,62.44604316546762,37.26618705035971
E01004622,519,10,22,62,425,0,81.88824662813103,18.11175337186898
E01004623,705,6,42,329,327,1,46.38297872340426,53.47517730496454
E01004624,610,5,118,98,389,0,63.77049180327868,36.22950819672131
E01004625,473,20,208,213,31,1,6.553911205073996,93.23467230443974
E01004626,767,24,211,343,189,0,24.641460234680572,75.35853976531942
E01004627,606,3,26,257,320,0,52.8052805280528,47.194719471947195
E01004628,889,27,114,136,611,1,68.7289088863892,31.158605174353205
E01004629,603,73,259,10,261,0,43.28358208955223,56.71641791044776
E01004630,658,21,20,47,570,0,86.62613981762918,13.37386018237082
E01004631,741,30,49,78,584,0,78.81241565452092,21.18758434547908
E01004632,574,36,23,159,356,0,62.02090592334495,37.97909407665505
E01004633,600,9,7,23,560,1,93.33333333333333,6.5
E01004634,681,10,19,77,575,0,84.43465491923642,15.565345080763581
E01004635,669,21,45,200,402,1,60.0896860986547,39.76083707025411
E01004636,619,37,20,51,511,0,82.55250403877221,17.447495961227787
E01004637,571,43,74,23,431,0,75.4816112084063,24.518388791593697
E01004638,505,187,149,98,71,0,14.059405940594061,85.94059405940594
E01004639,767,73,44,123,527,0,68.70925684485006,31.290743155149936
E01004640,772,35,153,86,498,0,64.50777202072538,35.49222797927461
E01004641,784,37,135,249,363,0,46.30102040816326,53.69897959183674
E01004642,828,15,95,360,358,0,43.23671497584541,56.763285024154584
E01004643,968,11,33,58,866,0,89.46280991735537,10.537190082644628
E01004644,1066,100,113,434,418,1,39.21200750469043,60.69418386491557
E01004645,816,3,13,28,772,0,94.6078431372549,5.392156862745098
E01004646,642,158,122,42,320,0,49.84423676012461,50.155763239875384
E01004647,622,36,62,77,447,0,71.86495176848875,28.135048231511256
E01004648,1035,53,77,99,806,0,77.8743961352657,22.125603864734302
E01004649,592,22,46,86,438,0,73.98648648648648,26.013513513513516
E01004650,855,28,42,106,679,0,79.41520467836257,20.58479532163743
E01004651,1013,18,11,10,973,1,96.05133267522211,3.8499506416584404
E01004652,850,1,2,9,837,1,98.47058823529412,1.411764705882353
E01004653,799,35,24,192,547,1,68.46057571964957,31.414267834793492
E01004654,1199,10,37,101,1051,0,87.65638031693076,12.343619683069225
E01004656,1110,9,27,30,1042,2,93.87387387387388,5.9459459459459465
E01004657,602,25,21,64,492,0,81.72757475083057,18.272425249169437
E01004658,773,0,1,6,766,0,99.09443725743856,0.9055627425614489
E01004659,846,2,42,98,704,0,83.21513002364065,16.78486997635934
E01004660,665,1,0,15,649,0,97.59398496240601,2.4060150375939853
E01004661,849,2,2,44,801,0,94.34628975265018,5.6537102473498235
E01004662,778,2,13,60,703,0,90.3598971722365,9.640102827763496
E01004663,719,1,4,77,637,0,88.5952712100139,11.404728789986091
E01004665,579,1,2,6,569,1,98.27288428324698,1.5544041450777202
E01004668,591,0,4,101,486,0,82.23350253807106,17.766497461928935
E01004669,729,1,2,5,721,0,98.90260631001372,1.0973936899862824
E01004670,927,4,11,23,886,3,95.57713052858684,4.0992448759439055
E01004674,773,20,16,93,643,1,83.18240620957309,16.6882276843467
E01004675,1072,5,6,17,1044,0,97.38805970149254,2.6119402985074625
E01004676,710,5,12,51,641,1,90.28169014084507,9.577464788732394
E01004677,800,5,10,15,770,0,96.25,3.75
E01004678,835,10,22,109,694,0,83.11377245508982,16.886227544910177
E01004679,916,0,15,21,878,2,95.85152838427948,3.9301310043668125
E01004680,567,4,20,120,423,0,74.60317460317461,25.396825396825395
E01004681,918,1,4,27,883,3,96.18736383442265,3.485838779956427
E01004682,672,2,10,39,620,1,92.26190476190477,7.5892857142857135
E01004683,622,23,16,111,471,1,75.72347266881029,24.115755627009648
E01004684,472,2,6,38,425,1,90.04237288135593,9.745762711864407
E01004686,742,2,5,42,693,0,93.39622641509435,6.60377358490566
E01004687,673,10,27,320,316,0,46.95393759286775,53.04606240713225
E01004690,434,25,24,184,201,0,46.31336405529954,53.686635944700456
E01004691,478,20,30,133,295,0,61.71548117154811,38.28451882845189
E01004692,447,9,20,30,388,0,86.80089485458613,13.19910514541387
E01004693,588,9,11,103,465,0,79.08163265306123,20.918367346938776
E01004694,774,0,8,58,708,0,91.47286821705426,8.527131782945736
E01004695,548,1,11,15,521,0,95.07299270072993,4.927007299270073
E01004696,695,2,3,10,679,1,97.6978417266187,2.158273381294964
E01004697,668,0,3,46,618,1,92.51497005988024,7.335329341317365
E01004698,634,3,32,49,548,2,86.43533123028391,13.249211356466878
E01004699,900,0,6,40,851,3,94.55555555555556,5.111111111111112
E01004700,772,4,4,24,738,2,95.59585492227978,4.145077720207254
E01004701,771,0,15,6,750,0,97.27626459143968,2.7237354085603114
E01004702,1070,1,4,26,1036,3,96.82242990654206,2.897196261682243
E01004703,866,18,79,112,653,4,75.4041570438799,24.133949191685915
E01004705,587,1,11,11,564,0,96.08177172061329,3.9182282793867125
E01004706,682,1,3,3,675,0,98.97360703812316,1.0263929618768328
E01004707,753,7,27,18,701,0,93.09428950863213,6.905710491367861
E01004708,724,2,2,36,684,0,94.47513812154696,5.524861878453039
E01004709,716,9,24,37,646,0,90.22346368715084,9.776536312849162
E01004710,718,5,4,16,690,3,96.10027855153204,3.4818941504178276
E01004711,817,1,2,5,809,0,99.02080783353733,0.9791921664626682
E01004712,736,4,3,24,704,1,95.65217391304348,4.211956521739131
E01004713,696,6,17,85,588,0,84.48275862068965,15.517241379310345
E01004714,818,15,10,78,714,1,87.28606356968214,12.591687041564793
E01004715,830,1,2,14,813,0,97.95180722891567,2.0481927710843375
E01004716,533,4,8,67,454,0,85.17823639774859,14.821763602251407
E01004717,749,1,2,19,727,0,97.06275033377837,2.9372496662216285
E01004718,791,22,23,157,589,0,74.46270543615677,25.53729456384324
E01004719,777,31,63,421,262,0,33.71943371943372,66.28056628056628
E01004720,859,21,48,509,281,0,32.71245634458673,67.28754365541327
E01004721,838,23,29,182,601,3,71.71837708830549,27.923627684964202
E01004722,867,26,55,46,740,0,85.35178777393311,14.648212226066898
E01004723,962,13,16,42,891,0,92.61954261954261,7.380457380457381
E01004724,871,2,8,46,815,0,93.57060849598163,6.42939150401837
E01004725,586,2,6,2,572,4,97.61092150170649,1.7064846416382253
E01004726,794,72,51,29,642,0,80.85642317380352,19.143576826196472
E01004727,765,11,7,43,704,0,92.02614379084967,7.973856209150326
E01004728,729,2,4,21,702,0,96.29629629629629,3.7037037037037033
E01004729,739,5,16,28,690,0,93.36941813261164,6.630581867388363
E01004730,697,2,9,17,669,0,95.98278335724534,4.017216642754662
E01004731,1038,11,4,41,982,0,94.60500963391137,5.394990366088632
E01004732,691,2,0,4,684,1,98.98697539797395,0.8683068017366137
E01004733,947,5,14,101,827,0,87.32840549102428,12.671594508975712
E01004734,1003,1,2,11,988,1,98.50448654037886,1.3958125623130608
E01004735,1154,8,2,6,1136,2,98.44020797227037,1.386481802426343
E01004736,580,6,5,44,523,2,90.17241379310344,9.482758620689655
E01004737,602,2,7,38,554,1,92.02657807308971,7.807308970099667
E01004740,660,0,1,9,650,0,98.48484848484848,1.5151515151515151
E01004741,669,1,4,6,658,0,98.35575485799701,1.6442451420029895
E01004742,708,2,3,60,642,1,90.67796610169492,9.180790960451978
E01004743,723,0,1,2,718,2,99.30843706777317,0.4149377593360996
